CITY,STATE,COUNTRY,GENDER,AGE,MARITAL_STATUS,PROFESSION,REPELLENT_NEGTWEETS,TENT_NEGTWEETS,REPELLENT,TENT
Midwest City,OK,United States,M,26,Single,Sales,9,1,FALSE,TRUE
Sevilla,NA,Spain,M,38,Single,Professional,6,3,FALSE,TRUE
Singapore,Singapore,Singapore,F,25,Single,Professional,9,2,FALSE,TRUE
Kiyose,NA,Japan,M,23,Single,Trades,6,3,FALSE,TRUE
Salzburg,NA,Austria,M,29,Single,Professional,6,1,FALSE,TRUE
Stanford,CA,United States,F,45,Married,Hospitality,7,1,FALSE,TRUE
Caen,NA,France,M,28,Single,Trades,7,0,FALSE,TRUE
Little Chute,WI,United States,M,34,Married,Executive,7,3,FALSE,TRUE
Viborg,NA,Denmark,M,22,Single,Other,5,3,FALSE,TRUE
Brisbane,Qld,Australia,M,32,Married,Sales,9,0,FALSE,TRUE
Stevenage,NA,United Kingdom,F,36,Married,Other,7,2,FALSE,TRUE
Porto Alegre,BR-RS,Brazil,M,26,Single,Other,11,2,FALSE,TRUE
Sakai,NA,Japan,M,31,Single,Trades,9,3,FALSE,TRUE
Springfield,PA,United States,F,37,Married,Executive,2,7,TRUE,FALSE
Millstatt,NA,Austria,M,28,Single,Sales,6,0,FALSE,TRUE
Suwa,NA,Japan,M,28,Married,Executive,6,1,FALSE,TRUE
Nottingham,NA,United Kingdom,M,30,Married,Executive,7,2,FALSE,TRUE
Logroño,LO,Spain,F,33,Single,Retail,2,2,TRUE,TRUE
Palm Desert,CA,United States,M,23,Single,Trades,9,1,FALSE,TRUE
Whitehorse,YT,Canada,F,28,Married,Other,2,7,TRUE,FALSE
Genève,NA,Switzerland,M,19,Single,Trades,9,1,FALSE,TRUE
Brugge,NA,Belgium,M,20,Single,Other,7,3,FALSE,TRUE
Qingdao,NA,China,M,21,Single,Other,7,1,FALSE,TRUE
Lahti,NA,Finland,M,34,Single,Trades,6,0,FALSE,TRUE
Helsinki,NA,Finland,F,48,Married,Executive,5,3,FALSE,TRUE
Cixi,NA,China,M,29,Single,Professional,8,2,FALSE,TRUE
São João de Meriti,BR-RJ,Brazil,F,27,Married,Executive,7,2,FALSE,TRUE
Torino,TO,Italy,M,37,Married,Professional,9,3,FALSE,TRUE
Vernon,BC,Canada,M,23,Single,Professional,6,1,FALSE,TRUE
Monterey,NA,Mexico,F,47,Married,Executive,6,2,FALSE,TRUE
Lisle,IL,United States,M,20,Single,Trades,5,2,FALSE,TRUE
Brussel,NA,Belgium,M,34,Unspecified,Professional,6,3,FALSE,TRUE
Tolyatti,NA,Russia,F,44,Married,Executive,8,2,FALSE,TRUE
Regina,SK,Canada,M,30,Single,Other,8,2,FALSE,TRUE
Barnaul,NA,Russia,M,27,Single,Sales,7,1,FALSE,TRUE
Tampico,NA,Mexico,F,47,Married,Executive,6,3,FALSE,TRUE
Cixi,NA,China,F,35,Married,Executive,2,8,TRUE,FALSE
Palermo,PA,Italy,F,27,Married,Retail,0,5,TRUE,FALSE
Houston,TX,United States,F,47,Married,Other,10,0,FALSE,TRUE
Caen,NA,France,M,26,Single,Professional,7,0,FALSE,TRUE
Bromley,NA,United Kingdom,M,28,Single,Other,7,1,FALSE,TRUE
Fuquay Varina,NC,United States,M,35,Married,Other,5,2,FALSE,TRUE
Shimonoseki,NA,Japan,M,28,Single,Trades,9,2,FALSE,TRUE
Rouen,NA,France,M,30,Single,Professional,7,2,FALSE,TRUE
Barnet,NA,United Kingdom,M,31,Single,Trades,0,0,FALSE,TRUE
Nimes,NA,France,M,37,Married,Trades,5,1,FALSE,TRUE
Chemnitz,NA,Germany,F,41,Married,Executive,2,5,TRUE,FALSE
Lille,NA,France,F,32,Married,Other,6,2,FALSE,TRUE
Rancho Santa Margarita,CA,United States,M,42,Married,Trades,8,2,FALSE,TRUE
Bellinzona,NA,Switzerland,F,30,Married,Other,3,7,TRUE,FALSE
Sunderland,NA,United Kingdom,M,19,Single,Professional,13,3,FALSE,TRUE
Eastbourne,NA,United Kingdom,M,34,Single,Other,6,0,FALSE,TRUE
Nimes,NA,France,F,40,Married,Other,2,7,TRUE,FALSE
Osasco,BR-SP,Brazil,F,22,Single,Other,6,1,FALSE,TRUE
Metz,NA,France,M,39,Married,Trades,5,1,FALSE,TRUE
Singapore,Singapore,Singapore,M,28,Single,Trades,6,0,FALSE,TRUE
Graz,NA,Austria,M,40,Married,Other,7,1,FALSE,TRUE
Qiqihaer,NA,China,M,33,Single,Other,8,2,FALSE,TRUE
Clermont-Ferrand,NA,France,F,31,Married,Hospitality,6,0,FALSE,TRUE
Stuttgart,NA,Germany,M,36,Married,Executive,10,1,FALSE,TRUE
Basel,NA,Switzerland,F,30,Married,Other,11,0,FALSE,TRUE
Shijiazhuang,NA,China,F,24,Single,Student,6,1,FALSE,TRUE
Milano,NA,Italy,M,20,Single,Other,2,2,FALSE,TRUE
Firenze,NA,Italy,F,20,Married,Other,0,8,TRUE,FALSE
Melk,NA,Austria,F,35,Married,Other,2,7,TRUE,FALSE
Chengdu,NA,China,M,20,Single,Professional,6,0,FALSE,TRUE
Le Mans,NA,France,M,36,Unspecified,Sales,7,0,FALSE,TRUE
Niquelândia,BR-GO,Brazil,M,19,Single,Sales,4,1,FALSE,TRUE
Strasburg,CO,United States,M,29,Single,Trades,7,3,FALSE,TRUE
Bhopal,NA,India,F,36,Married,Other,1,0,TRUE,TRUE
Irapuato,NA,Mexico,F,20,Married,Other,4,0,FALSE,TRUE
Changsha,NA,China,M,29,Single,Professional,2,2,FALSE,TRUE
Changsha,NA,China,F,31,Married,Other,1,4,TRUE,FALSE
Karlstad,NA,Sweden,M,24,Single,Sales,5,0,FALSE,TRUE
Turnhout,NA,Belgium,F,29,Married,Other,2,4,TRUE,FALSE
Salamanca,NA,Spain,F,20,Married,Other,0,7,TRUE,FALSE
Gijón,O,Spain,M,23,Single,Professional,5,2,FALSE,TRUE
São João de Meriti,BR-RJ,Brazil,M,19,Single,Trades,4,1,FALSE,TRUE
Genève,NA,Switzerland,F,24,Single,Other,2,6,TRUE,FALSE
Sydney,NSW,Australia,F,35,Unspecified,Hospitality,5,2,FALSE,TRUE
Kirensk,NA,Russia,M,22,Single,Executive,7,2,FALSE,TRUE
Newham,NA,United Kingdom,M,20,Single,Retail,6,3,FALSE,TRUE
Dübendorf,NA,Switzerland,M,19,Single,Professional,5,2,FALSE,TRUE
Portland,OR,United States,M,20,Single,Trades,9,2,FALSE,TRUE
Tilburg,NA,Netherlands,F,38,Unspecified,Other,2,6,TRUE,FALSE
Västerås,NA,Sweden,M,20,Single,Other,9,2,FALSE,TRUE
Queretaro,NA,Mexico,M,29,Single,Professional,3,2,FALSE,TRUE
Musashino,NA,Japan,M,43,Married,Trades,3,2,FALSE,TRUE
Hadano,NA,Japan,F,34,Married,Other,2,6,TRUE,FALSE
San Pedro Garza García,NA,Mexico,M,25,Single,Trades,3,2,FALSE,TRUE
Nimes,NA,France,F,30,Single,Retail,1,9,TRUE,FALSE
São Paulo,BR-SP,Brazil,M,41,Married,Executive,2,1,TRUE,TRUE
Singapore,Singapore,Singapore,M,27,Single,Other,10,2,FALSE,TRUE
Beijing,NA,China,M,30,Single,Student,9,1,FALSE,TRUE
Charlottetown,PE,Canada,M,29,Single,Other,5,1,FALSE,TRUE
Watertown,NY,United States,F,33,Married,Hospitality,6,3,FALSE,TRUE
Columbus,OH,United States,M,31,Married,Sales,5,2,FALSE,TRUE
Caen,NA,France,M,28,Married,Sales,4,1,FALSE,TRUE
Dübendorf,NA,Switzerland,M,21,Single,Trades,5,1,FALSE,TRUE
Petrópolis,BR-RJ,Brazil,M,37,Married,Trades,0,7,TRUE,FALSE
Singapore,Singapore,Singapore,M,30,Single,Other,5,0,FALSE,TRUE
Paranaguá,BR-PR,Brazil,M,19,Single,Trades,4,2,FALSE,TRUE
Ajmer,NA,India,M,43,Married,Sales,6,2,FALSE,TRUE
Gendale,AZ,United States,M,30,Single,Other,6,1,FALSE,TRUE
Córdoba,NA,Spain,F,44,Married,Other,2,1,TRUE,TRUE
Cangzhou,NA,China,F,20,Single,Other,1,8,TRUE,FALSE
Singapore,Singapore,Singapore,M,39,Married,Other,9,1,FALSE,TRUE
Beijing,NA,China,M,25,Single,Sales,5,1,FALSE,TRUE
Skive,NA,Denmark,F,31,Married,Executive,2,8,TRUE,FALSE
Metz,NA,France,F,23,Single,Other,4,2,FALSE,TRUE
Perth,WA,Australia,M,28,Single,Other,7,0,FALSE,TRUE
Bari,NA,Italy,F,38,Married,Executive,7,2,FALSE,TRUE
Viborg,NA,Denmark,F,26,Married,Retail,1,2,TRUE,TRUE
Sakai,NA,Japan,M,28,Single,Professional,8,0,FALSE,TRUE
Oviedo,O,Spain,M,43,Married,Other,8,0,FALSE,TRUE
Itajaí,BR-SC,Brazil,M,25,Single,Sales,6,3,FALSE,TRUE
Plymouth,NA,United Kingdom,F,40,Married,Other,8,1,FALSE,TRUE
Raigarh,CG,India,M,36,Married,Trades,7,1,FALSE,TRUE
Tolyatti,NA,Russia,M,20,Single,Sales,7,2,FALSE,TRUE
Århus,NA,Denmark,M,31,Single,Other,7,1,FALSE,TRUE
Bremen,NA,Germany,M,22,Single,Student,3,2,FALSE,TRUE
Genova,NA,Italy,F,32,Married,Hospitality,9,2,FALSE,TRUE
Venezia,VE,Italy,F,41,Married,Other,8,0,FALSE,TRUE
Chicago,IL,United States,F,48,Married,Hospitality,6,0,FALSE,TRUE
Donalds,SC,United States,F,49,Married,Hospitality,7,2,FALSE,TRUE
Nässjö,NA,Sweden,M,42,Married,Other,5,2,FALSE,TRUE
Reading,NA,United Kingdom,M,33,Married,Trades,6,1,FALSE,TRUE
Hyderabad,NA,India,M,26,Single,Other,10,3,FALSE,TRUE
Sendai,NA,Japan,F,23,Single,Hospitality,1,2,TRUE,TRUE
Cangzhou,NA,China,M,35,Married,Executive,6,3,FALSE,TRUE
Frederikshavn,NA,Denmark,M,23,Single,Other,7,1,FALSE,TRUE
Canberra,ACT,Australia,F,30,Married,Executive,2,8,TRUE,FALSE
Chelyabinsk,NA,Russia,M,38,Married,Other,3,0,FALSE,TRUE
Redbridge,NA,United Kingdom,M,32,Married,Other,3,2,FALSE,TRUE
Magnitogorsk,NA,Russia,M,27,Single,Sales,9,1,FALSE,TRUE
Westport,ON,Canada,F,28,Single,Other,1,7,TRUE,FALSE
Torino,TO,Italy,M,27,Single,Sales,4,3,FALSE,TRUE
Córdoba,NA,Spain,F,34,Single,Retail,0,4,TRUE,FALSE
Adelaide,SA,Australia,M,40,Married,Executive,6,2,FALSE,TRUE
Firenze,NA,Italy,F,33,Married,Other,7,2,FALSE,TRUE
México,NA,Mexico,M,27,Single,Sales,5,2,FALSE,TRUE
Ufa,NA,Russia,F,20,Married,Retail,2,7,TRUE,FALSE
Fredericia,NA,Denmark,M,22,Single,Professional,9,2,FALSE,TRUE
Shijiazhuang,NA,China,F,45,Married,Executive,5,0,FALSE,TRUE
Vernon,BC,Canada,M,32,Single,Other,5,0,FALSE,TRUE
Saint Augustine,FL,United States,F,48,Married,Other,2,5,TRUE,FALSE
Rio de Janeiro,BR-RJ,Brazil,M,25,Single,Professional,4,4,FALSE,TRUE
Kelamayi,NA,China,F,31,Married,Executive,7,0,FALSE,TRUE
Puebla,NA,Mexico,M,39,Married,Other,4,1,FALSE,TRUE
Manaus,BR-AM,Brazil,M,32,Married,Executive,6,1,FALSE,TRUE
Besancon,NA,France,M,30,Single,Other,8,3,FALSE,TRUE
Niterói,BR-RJ,Brazil,M,28,Single,Executive,8,1,FALSE,TRUE
Plymouth,NA,United Kingdom,M,29,Single,Executive,7,1,FALSE,TRUE
Köln,NA,Germany,M,36,Married,Trades,6,2,FALSE,TRUE
Namur,NA,Belgium,F,31,Married,Hospitality,5,1,FALSE,TRUE
Gorakhpur,MH,India,F,28,Single,Other,7,0,FALSE,TRUE
Salerno,NA,Italy,M,44,Married,Retired,1,8,TRUE,FALSE
Reading,NA,United Kingdom,M,27,Single,Trades,6,2,FALSE,TRUE
Urbandale,IA,United States,M,30,Single,Professional,8,2,FALSE,TRUE
Southwark,NA,United Kingdom,F,46,Unspecified,Hospitality,5,2,FALSE,TRUE
Bilbao,BI,Spain,M,41,Married,Other,11,0,FALSE,TRUE
São Bernardo do Campo,BR-SP,Brazil,F,31,Married,Executive,0,7,TRUE,FALSE
Musashino,NA,Japan,F,49,Married,Other,2,3,TRUE,FALSE
Fuxin,NA,China,M,28,Single,Professional,6,2,FALSE,TRUE
Chyofu,NA,Japan,F,38,Married,Other,7,1,FALSE,TRUE
Zacatecas,NA,Mexico,M,19,Single,Professional,7,1,FALSE,TRUE
Tujunga,CA,United States,F,45,Married,Other,2,9,TRUE,FALSE
Córdoba,NA,Spain,M,41,Single,Sales,6,0,FALSE,TRUE
Århus,NA,Denmark,M,23,Single,Sales,8,3,FALSE,TRUE
Kumamoto,NA,Japan,F,20,Married,Retail,1,5,TRUE,FALSE
Sergeant Bluff,IA,United States,M,29,Single,Other,7,1,FALSE,TRUE
Nova Iguaçu,BR-RJ,Brazil,F,27,Single,Hospitality,3,3,FALSE,TRUE
Broken  Arrow,OK,United States,F,36,Married,Other,1,0,TRUE,TRUE
Mysore,KA,India,M,23,Single,Professional,5,0,FALSE,TRUE
Stockholm,NA,Sweden,M,25,Single,Trades,6,2,FALSE,TRUE
Yukhnov,NA,Russia,F,25,Married,Retail,2,7,TRUE,FALSE
Malmö,NA,Sweden,M,24,Single,Other,6,0,FALSE,TRUE
Melbourne,Vic,Australia,F,34,Married,Other,8,2,FALSE,TRUE
Perpignan,NA,France,M,34,Single,Other,9,2,FALSE,TRUE
São Gonçalo,BR-RJ,Brazil,F,34,Married,Hospitality,3,0,TRUE,TRUE
Eugene,OR,United States,M,23,Single,Professional,9,3,FALSE,TRUE
Mäntsälä,NA,Finland,F,49,Married,Executive,8,1,FALSE,TRUE
Changchun,NA,China,F,24,Single,Other,5,1,FALSE,TRUE
Kumamoto,NA,Japan,F,27,Single,Other,2,1,TRUE,TRUE
Jinju,NA,Korea,M,27,Single,Trades,5,2,FALSE,TRUE
Fuxin,NA,China,F,49,Married,Executive,2,0,TRUE,TRUE
São Paulo,BR-SP,Brazil,F,42,Married,Other,4,2,FALSE,TRUE
Hamburg,NA,Germany,M,38,Married,Trades,8,2,FALSE,TRUE
Mandrem,KA,India,M,33,Single,Trades,4,1,FALSE,TRUE
Huelva,NA,Spain,F,32,Married,Other,4,1,FALSE,TRUE
Mysore,ap,India,M,32,Married,Trades,2,2,FALSE,TRUE
Utrecht,NA,Netherlands,F,47,Married,Executive,0,8,TRUE,FALSE
León,NA,Mexico,F,42,Married,Other,7,2,FALSE,TRUE
Augsburg,NA,Germany,F,29,Single,Other,7,1,FALSE,TRUE
Milwaukee,WI,United States,M,30,Married,Other,10,0,FALSE,TRUE
Aachen,NA,Germany,F,34,Married,Hospitality,1,1,TRUE,TRUE
Kitchener,ON,Canada,F,44,Married,Professional,3,7,TRUE,FALSE
Las Vegas,NV,United States,M,25,Single,Other,4,2,FALSE,TRUE
Kasugai,NA,Japan,F,38,Unspecified,Hospitality,1,5,TRUE,FALSE
Izhevsk,NA,Russia,F,48,Unspecified,Hospitality,1,2,TRUE,TRUE
Bow,WA,United States,F,32,Married,Executive,2,9,TRUE,FALSE
Zacatecas,NA,Mexico,M,24,Single,Other,8,1,FALSE,TRUE
Lahti,NA,Finland,F,23,Married,Retail,2,7,TRUE,FALSE
Navegantes,BR-SC,Brazil,F,44,Unspecified,Hospitality,6,2,FALSE,TRUE
Valencia,NA,Spain,F,42,Married,Other,7,2,FALSE,TRUE
Qiqihaer,NA,China,F,26,Single,Other,6,1,FALSE,TRUE
Campinas,BR-SP,Brazil,F,31,Unspecified,Other,0,1,TRUE,TRUE
Sapporo-shi,???,Japan,M,39,Married,Executive,2,4,TRUE,FALSE
Guelph,ON,Canada,M,41,Single,Executive,7,2,FALSE,TRUE
Adelaide,SA,Australia,M,28,Single,Sales,5,1,FALSE,TRUE
Heihe,NA,China,M,19,Single,Professional,7,0,FALSE,TRUE
Sion,NA,Switzerland,M,25,Single,Professional,7,2,FALSE,TRUE
Lowestoft,NA,United Kingdom,M,23,Single,Student,8,1,FALSE,TRUE
Bromont,QC,Canada,F,42,Married,Other,3,3,FALSE,TRUE
Yevatmal,AP,India,M,34,Single,Other,8,2,FALSE,TRUE
Woodcote,NA,United Kingdom,M,21,Single,Professional,8,3,FALSE,TRUE
Kumamoto,NA,Japan,F,39,Unspecified,Hospitality,0,3,TRUE,FALSE
Cuernavaca,NA,Mexico,M,28,Single,Other,6,3,FALSE,TRUE
Sakai,NA,Japan,F,45,Married,Executive,2,7,TRUE,FALSE
Köln,NA,Germany,M,34,Single,Other,5,1,FALSE,TRUE
Los Angeles,CA,United States,M,20,Single,Professional,5,2,FALSE,TRUE
Puerto Vallarta,NA,Mexico,F,39,Married,Other,4,7,TRUE,FALSE
Clermont-Ferrand,NA,France,M,23,Single,Sales,9,1,FALSE,TRUE
Kiel,NA,Germany,M,30,Single,Professional,5,0,FALSE,TRUE
Köln,NA,Germany,M,20,Single,Other,5,2,FALSE,TRUE
Melbourne,Vic,Australia,M,34,Single,Other,1,4,TRUE,FALSE
Köln,NA,Germany,F,34,Married,Retail,3,2,FALSE,TRUE
Melbourne,Vic,Australia,F,46,Married,Executive,1,2,FALSE,TRUE
Brisbane,Qld,Australia,M,20,Single,Trades,4,1,FALSE,TRUE
Brampton,ON,Canada,M,19,Single,Professional,9,1,FALSE,TRUE
San Luis Obispo,CA,United States,M,23,Single,Other,7,2,FALSE,TRUE
Decatur,AL,United States,F,41,Married,Executive,0,7,TRUE,FALSE
Guangzhou,NA,China,M,28,Single,Trades,11,2,FALSE,TRUE
North Brunswick,NJ,United States,F,30,Married,Other,1,2,TRUE,TRUE
Campinas,BR-SP,Brazil,F,26,Married,Retail,1,5,TRUE,FALSE
Melbourne,Vic,Australia,F,47,Married,Hospitality,6,1,FALSE,TRUE
Rotterdam,NA,Netherlands,M,31,Single,Professional,9,1,FALSE,TRUE
Vancouver,BC,Canada,F,20,Married,Other,1,2,TRUE,TRUE
Kawasaki,NA,Japan,M,23,Single,Sales,1,5,TRUE,FALSE
Randers,NA,Denmark,F,28,Single,Retail,5,2,FALSE,TRUE
Canberra,ACT,Australia,M,29,Single,Professional,6,1,FALSE,TRUE
Aix-en-Provence,NA,France,F,40,Married,Other,4,2,FALSE,TRUE
Vernon,BC,Canada,M,29,Single,Trades,10,1,FALSE,TRUE
Bari,NA,Italy,M,33,Married,Executive,7,2,FALSE,TRUE
Columbia,SC,United States,M,20,Single,Sales,11,2,FALSE,TRUE
Ramsgate,NA,United Kingdom,M,32,Single,Other,5,1,FALSE,TRUE
Brasília,BR-DF,Brazil,M,28,Single,Executive,10,0,FALSE,TRUE
Chongqing,NA,China,F,22,Married,Other,0,9,TRUE,FALSE
Austin,TX,United States,M,39,Married,Executive,5,1,FALSE,TRUE
Chesterfield,NA,United Kingdom,M,19,Single,Other,8,2,FALSE,TRUE
Chongqing,NA,China,F,43,Married,Other,8,0,FALSE,TRUE
Basel,NA,Switzerland,F,34,Married,Retail,9,0,FALSE,TRUE
Aachen,NA,Germany,M,27,Single,Other,8,1,FALSE,TRUE
Edina,MN,United States,M,36,Married,Sales,8,2,FALSE,TRUE
Barnaul,NA,Russia,F,24,Married,Other,2,1,FALSE,TRUE
Port Orchard,WA,United States,F,45,Married,Other,1,6,TRUE,FALSE
Nova Iguaçu,BR-RJ,Brazil,M,25,Single,Trades,7,0,FALSE,TRUE
Gyeongju,NA,Korea,M,38,Married,Other,7,2,FALSE,TRUE
Lille,NA,France,M,20,Single,Other,6,0,FALSE,TRUE
Stratford,ON,Canada,F,42,Married,Other,6,1,FALSE,TRUE
Limoges,NA,France,F,35,Married,Other,1,1,TRUE,TRUE
Tokyo,NA,Japan,M,29,Single,Other,7,0,FALSE,TRUE
Lille,NA,France,M,31,Married,Other,1,6,TRUE,FALSE
Ronse,NA,Belgium,M,32,Married,Executive,6,1,FALSE,TRUE
Claremont,NC,United States,M,24,Single,Professional,5,2,FALSE,TRUE
Dresden,NA,Germany,F,28,Married,Retail,3,6,TRUE,FALSE
Evergem,NA,Belgium,M,29,Single,Sales,5,0,FALSE,TRUE
St. Petersburg,FL,United States,M,32,Married,Other,6,1,FALSE,TRUE
Bielefeld,NA,Germany,M,33,Single,Other,6,1,FALSE,TRUE
Paris,NA,France,M,21,Single,Other,7,4,FALSE,TRUE
Tokyo,NA,Japan,M,20,Single,Professional,10,1,FALSE,TRUE
Sion,NA,Switzerland,F,35,Married,Executive,2,3,TRUE,FALSE
Osnabrück,NA,Germany,F,32,Married,Executive,6,1,FALSE,TRUE
Frankfurt,NA,Germany,M,27,Single,Trades,5,2,FALSE,TRUE
Timóteo,BR-MG,Brazil,F,49,Married,Other,7,2,FALSE,TRUE
Erfurt,NA,Germany,M,21,Single,Executive,7,2,FALSE,TRUE
Wien,NA,Austria,M,38,Single,Sales,7,3,FALSE,TRUE
Crestwood,KY,United States,M,31,Single,Trades,7,2,FALSE,TRUE
Rennes,NA,France,F,42,Unspecified,Hospitality,1,5,TRUE,FALSE
Beijing,NA,China,F,23,Single,Hospitality,7,1,FALSE,TRUE
Indore,NA,India,M,36,Married,Executive,1,4,TRUE,FALSE
Melbourne,Vic,Australia,M,28,Single,Trades,5,1,FALSE,TRUE
Portage La Prairie,MB,Canada,M,31,Married,Executive,10,3,FALSE,TRUE
Chesterfield,NA,United Kingdom,F,47,Married,Executive,0,2,TRUE,TRUE
Hämeenlinna,NA,Finland,F,48,Married,Hospitality,8,2,FALSE,TRUE
Shijiazhuang,NA,China,M,43,Married,Sales,7,1,FALSE,TRUE
New Salisbury,IN,United States,F,43,Unspecified,Hospitality,3,4,TRUE,FALSE
Cocoa,FL,United States,F,43,Unspecified,Hospitality,4,1,FALSE,TRUE
Shijiazhuang,NA,China,M,29,Single,Professional,7,1,FALSE,TRUE
Sudbury,ON,Canada,M,31,Married,Trades,7,1,FALSE,TRUE
Bern,NA,Switzerland,F,44,Married,Other,5,2,FALSE,TRUE
Palermo,PA,Italy,F,27,Single,Other,1,6,TRUE,FALSE
Kamloops,BC,Canada,M,21,Single,Student,4,2,FALSE,TRUE
Halfway,OR,United States,M,29,Single,Sales,8,3,FALSE,TRUE
Campinas,BR-SP,Brazil,F,30,Married,Executive,11,3,FALSE,TRUE
North Brunswick,NJ,United States,F,46,Married,Retired,7,2,FALSE,TRUE
Hiroshima,NA,Japan,M,21,Single,Executive,5,3,FALSE,TRUE
Guadalajara,NA,Mexico,M,25,Single,Trades,8,3,FALSE,TRUE
Busan,NA,Korea,F,30,Married,Other,1,3,TRUE,FALSE
Saint-Etienne,NA,France,M,34,Single,Other,7,2,FALSE,TRUE
Bremen,NA,Germany,M,23,Single,Trades,7,3,FALSE,TRUE
Adelaide,SA,Australia,M,25,Married,Other,12,2,FALSE,TRUE
Adelaide,SA,Australia,M,43,Married,Other,11,2,FALSE,TRUE
Heidelberg,NA,Germany,M,44,Married,Sales,8,0,FALSE,TRUE
Nice,NA,France,M,21,Single,Trades,8,1,FALSE,TRUE
Saarbrücken,NA,Germany,M,26,Single,Other,5,2,FALSE,TRUE
Chongqing,NA,China,F,31,Unspecified,Other,1,4,TRUE,FALSE
Viborg,NA,Denmark,M,30,Married,Sales,7,3,FALSE,TRUE
Fuxin,NA,China,M,41,Married,Trades,6,2,FALSE,TRUE
Heihe,NA,China,F,48,Married,Executive,6,0,FALSE,TRUE
Duque de Caxias,BR-RJ,Brazil,M,37,Married,Executive,6,2,FALSE,TRUE
Kotka,NA,Finland,M,39,Married,Trades,6,4,FALSE,TRUE
Qingdao,NA,China,F,20,Single,Other,0,7,TRUE,FALSE
Sakai,NA,Japan,F,25,Unspecified,Other,3,7,TRUE,FALSE
Guangzhou,NA,China,F,47,Married,Other,3,1,FALSE,TRUE
Bonn,NA,Germany,F,23,Married,Retail,5,0,FALSE,TRUE
Fukuoka,NA,Japan,M,21,Single,Other,9,2,FALSE,TRUE
Zell am See,NA,Austria,F,33,Married,Hospitality,1,1,TRUE,TRUE
Melbourne,Vic,Australia,M,25,Single,Trades,6,0,FALSE,TRUE
Puerto Vallarta,NA,Mexico,M,21,Single,Trades,3,2,FALSE,TRUE
Home,KS,United States,M,19,Single,Trades,3,2,FALSE,TRUE
Barnet,NA,United Kingdom,F,24,Single,Hospitality,5,0,FALSE,TRUE
Millstatt,NA,Austria,M,42,Married,Trades,3,1,FALSE,TRUE
Kunsan,NA,Korea,M,30,Married,Sales,10,1,FALSE,TRUE
Bonn,NA,Germany,M,35,Married,Sales,7,1,FALSE,TRUE
Guangzhou,NA,China,M,23,Single,Executive,7,0,FALSE,TRUE
Tijuana,NA,Mexico,M,34,Married,Sales,8,0,FALSE,TRUE
Suwon,NA,Korea,F,49,Married,Hospitality,5,3,FALSE,TRUE
Palermo,NA,Italy,M,20,Single,Professional,9,1,FALSE,TRUE
Liverpool,NA,United Kingdom,F,37,Married,Executive,6,1,FALSE,TRUE
Dübendorf,NA,Switzerland,M,32,Single,Professional,1,8,TRUE,FALSE
Chengdu,NA,China,F,38,Married,Other,2,1,FALSE,TRUE
Bromont,QC,Canada,F,23,Single,Other,2,8,TRUE,FALSE
Sion,NA,Switzerland,F,44,Married,Other,2,6,TRUE,FALSE
Inta,NA,Russia,M,36,Single,Executive,7,2,FALSE,TRUE
Aix-en-Provence,NA,France,F,44,Married,Other,0,2,TRUE,FALSE
Shijiazhuang,NA,China,F,38,Single,Retail,2,3,TRUE,FALSE
Nova Iguaçu,BR-RJ,Brazil,M,23,Single,Trades,6,2,FALSE,TRUE
Pamplona,NA,Spain,M,34,Married,Sales,5,2,FALSE,TRUE
Bedford,NA,United Kingdom,M,28,Single,Other,1,0,FALSE,TRUE
Towson,MD,United States,F,49,Married,Other,2,4,FALSE,TRUE
Southwark,NA,United Kingdom,F,30,Unspecified,Other,1,6,TRUE,FALSE
Orangeburg,SC,United States,M,23,Single,Other,6,2,FALSE,TRUE
Nice,NA,France,M,29,Single,Other,6,1,FALSE,TRUE
Playa del Carmen,NA,Mexico,F,45,Married,Executive,2,5,TRUE,FALSE
Nässjö,NA,Sweden,F,42,Married,Other,5,0,FALSE,TRUE
Santa Barbara,CA,United States,F,48,Married,Retired,6,0,FALSE,TRUE
Tachikawa,NA,Japan,M,36,Unspecified,Sales,8,1,FALSE,TRUE
Frederikshavn,NA,Denmark,M,26,Single,Professional,7,3,FALSE,TRUE
Saskatoon,SK,Canada,M,33,Married,Executive,5,3,FALSE,TRUE
Canberra,ACT,Australia,M,26,Single,Sales,6,0,FALSE,TRUE
København,NA,Denmark,F,34,Married,Other,2,8,TRUE,FALSE
Cupertino,CA,United States,M,27,Married,Other,7,1,FALSE,TRUE
Saskatoon,SK,Canada,F,21,Married,Retail,1,1,TRUE,TRUE
Wilkes Barre,PA,United States,M,41,Married,Executive,9,1,FALSE,TRUE
Caen,NA,France,M,20,Single,Other,1,3,FALSE,TRUE
Gmunden,NA,Austria,M,22,Single,Trades,4,1,FALSE,TRUE
Puerto Vallarta,NA,Mexico,M,42,Married,Other,6,0,FALSE,TRUE
Qiqihaer,NA,China,F,26,Single,Student,3,6,TRUE,FALSE
Bromley,NA,United Kingdom,F,45,Married,Executive,4,1,FALSE,TRUE
Salerno,SA,Italy,M,27,Single,Student,4,2,FALSE,TRUE
Erfurt,NA,Germany,M,33,Married,Sales,6,2,FALSE,TRUE
Fredericia,NA,Denmark,M,31,Married,Trades,6,3,FALSE,TRUE
Fuquay Varina,NC,United States,M,41,Married,Sales,7,3,FALSE,TRUE
Canberra,ACT,Australia,F,49,Unspecified,Hospitality,7,0,FALSE,TRUE
